"date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County","version","BHI_HH_2","BHI_HH_3","BHI_HH_4","HH","BHI_E_2","BHI_E_3","E","BHI_X_1","BHI_X_4","X","BHI_A_1","BHI_A_2","A","BHI_C_2","BHI_C_4","C","BHI_O_2","O","Personal_Mobility_Restriction","Public_Transport_Restriction","Quarantine_Duration","continent","Germany","USA","German","American","Europe","Americas","Rest"
2020-03-25,5365846,33,5,5,2,2,5,4,5,2,4,4,4,3,5,4,5,2,4,2,4,4,2,4,4,3,5,1,1,1,1,1,1,2,2,2,4,"DE","DE",NA,0,2,1,3,3,3,2,"Sachsen","german",2,1,4,3,2,2,2.75,4,3,3.75,1,1,1.5,2,4,4,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5365911,28,2,3,4,4,5,2,3,3,4,5,5,5,2,2,4,3,3,3,5,2,1,5,5,1,4,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,1,1,3,2,"Nordrhein-Westfalen","german",4,2,3,2.75,1,1,2.75,5,5,5,4,3,3.75,4,3,3.75,3,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5365916,27,4,5,2,2,3,5,4,3,5,3,4,5,2,4,1,4,4,2,4,5,1,2,5,1,4,1,1,1,1,1,1,2,1,2,3,"DE","DE",NA,0,2,1,2,2,4,2,"Berlin","german",2,5,2,2.75,3,2,3.75,5,5,4.25,2,1,1.75,1,3,2.75,4,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366000,30,4,3,4,5,3,5,5,4,2,2,2,3,1,1,1,4,5,1,4,2,2,2,3,4,8,1,1,1,1,1,1,1,2,6,2,"DE","DE",NA,0,2,1,2,2,3,2,"Nordrhein-Westfalen","german",5,5,2,3.25,4,4,3.25,4,2,2.75,2,3,3.5,1,2,2.75,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366005,26,2,3,3,4,4,2,4,2,4,1,4,4,5,1,2,1,4,1,5,3,1,4,4,2,4,1,2,1,1,1,1,1,1,2,1,"DE","DE",NA,0,2,1,2,2,3,2,"Berlin","german",5,4,5,4.75,5,2,3.75,5,4,4.25,4,3,3.5,4,4,4,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366173,25,4,4,2,2,3,2,3,2,4,2,4,3,2,5,3,2,2,2,4,5,2,3,4,2,7,1,2,1,1,1,1,1,1,2,5,"DE","DE",NA,1,2,1,1,1,6,2,"Berlin","german",1,3,4,2.5,4,2,3.25,4,4,3.75,2,2,2,4,4,3.5,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366316,25,3,4,3,3,3,4,5,1,3,3,4,4,4,1,3,1,4,1,4,4,1,4,4,2,2,1,2,1,1,1,1,1,1,5,1,"DE","DE",NA,1,2,1,3,2,4,2,"Brandenburg","german",5,3,5,4.25,3,2,3,5,4,4.25,3,2,2.75,2,5,3.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366384,32,4,4,2,4,4,4,3,2,2,5,4,4,4,1,1,1,4,1,4,4,1,2,4,1,2,1,1,1,1,1,1,1,1,2,6,"DE","DE",NA,0,2,1,2,2,5,2,"Baden-Wuerttemberg","german",5,5,5,4.75,1,2,2.25,5,5,4,2,2,2.5,2,4,3.25,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366421,32,4,4,3,4,4,4,4,2,4,1,3,2,4,3,4,4,4,1,4,3,1,4,5,1,4,1,1,1,1,1,1,1,2,2,6,"DE","DE",NA,0,2,1,2,2,7,2,"Berlin","german",3,2,2,2.75,5,3,3.5,5,5,4.75,2,2,2.75,2,4,3.5,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366487,31,3,3,3,3,3,4,4,2,2,2,4,2,5,3,3,2,4,1,4,3,2,2,3,2,5,1,1,1,1,1,1,1,2,2,4,"DE","AT",NA,0,2,1,1,1,4,2,NA,"german",3,3,4,3.75,4,2,2.5,4,4,3.25,3,3,3,2,4,3.25,5,4,1,1,0,"Europe",0,0,1,0,1,0,0
2020-03-25,5366511,33,4,3,3,4,4,4,4,3,2,4,4,3,3,2,3,3,4,1,4,4,2,2,4,2,5,1,1,1,1,1,1,2,2,2,4,"DE","DE",NA,0,2,1,1,1,3,2,"Bayern","german",4,3,3,3.25,2,2,2.25,4,4,3.5,2,3,3,2,3,3.25,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366573,64,4,1,3,2,4,4,4,2,4,2,2,4,4,1,1,1,3,1,3,3,1,3,4,2,6,1,1,1,1,1,1,2,1,2,3,"DE","DE",NA,1,2,1,3,3,7,3,"Bayern","german",5,5,5,4.75,4,4,4,5,4,4,2,5,3,2,4,3.5,5,3.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366634,64,5,5,2,2,5,3,5,1,4,1,4,4,4,2,2,3,4,1,3,4,2,3,3,3,8,1,2,1,1,1,1,1,1,2,2,"DE","DE",NA,1,2,1,4,3,7,3,"Nordrhein-Westfalen","german",4,4,3,3.75,5,2,3.75,4,3,3.25,1,1,1.5,3,5,4.5,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366734,33,2,2,4,3,4,2,4,2,4,4,2,4,5,1,4,4,4,1,5,5,1,2,5,2,7,1,1,1,1,1,1,2,1,1,4,"DE","DE",NA,0,2,1,2,2,3,2,"Bayern","german",5,2,2,3.5,2,4,3.5,5,4,4,4,4,3.75,4,4,4,5,4.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366807,28,3,2,5,4,4,4,4,1,4,2,4,5,4,3,4,2,2,1,4,5,3,2,4,3,5,1,1,1,1,1,1,1,1,3,6,"DE","DE",NA,0,2,1,2,2,4,2,"Sachsen","german",3,2,4,3.25,4,2,3.75,3,3,3,3,4,4,2,5,3.75,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366864,35,2,4,2,3,4,3,5,1,5,1,4,3,4,2,2,4,4,1,5,4,1,4,5,2,6,1,2,1,1,1,1,1,1,1,1,"DE","DE",NA,0,2,1,2,2,2,2,"Berlin","german",4,4,2,3.5,5,2,3.75,5,4,4.5,4,2,2.75,3,5,4.25,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366866,26,4,4,3,2,4,2,4,3,4,3,4,4,2,4,2,2,4,1,5,5,2,3,4,3,6,1,2,1,1,1,1,2,2,4,1,"DE","DE",NA,2,2,1,1,1,2,1,"Saarland","german",2,4,4,3,3,2,3.25,4,3,3.5,2,2,2.25,4,3,3.75,5,4.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366873,62,4,4,3,4,4,3,4,3,2,4,4,3,2,3,3,2,4,2,3,4,2,4,4,3,3,1,1,1,1,1,1,2,1,2,4,"DE","DE",NA,1,2,1,2,2,6,2,"Saarland","german",3,3,4,3,2,2,2.25,4,3,3.75,2,2,2.75,3,3,3.5,4,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366961,34,2,3,3,5,5,4,4,4,2,2,5,5,4,1,4,4,4,2,5,5,1,3,3,2,5,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,1,2,1,1,1,2,2,"Bayern","german",5,2,2,3.25,4,1,3,5,4,3.75,4,3,3.75,2,2,3.25,4,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5366990,39,3,4,2,3,3,4,4,4,3,3,4,4,2,2,3,2,4,1,4,4,2,4,4,1,7,1,2,1,1,1,1,1,2,4,4,"DE","DE",NA,0,2,1,3,2,6,2,"Rheinland-Pfalz","german",4,3,4,3.25,3,2,3,4,5,4.25,3,2,2.5,2,2,2.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5367324,33,3,4,4,2,4,4,5,4,4,2,3,4,5,1,1,3,2,2,3,3,2,3,4,3,2,1,1,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,2,2,5,3,"Saarland","german",5,5,3,4.5,4,3,3.75,4,3,3.5,3,2,2.75,2,2,3.25,4,3,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5367412,60,3,3,2,3,3,4,3,2,4,3,3,5,2,2,3,2,3,2,4,3,3,3,3,3,6,1,2,1,1,1,1,1,2,3,4,"DE","DE",NA,0,2,1,3,3,4,2,"Niedersachsen","german",4,3,4,3.25,3,3,3.75,3,3,3,3,3,2.75,2,4,3,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5367519,28,3,4,3,4,5,2,5,2,1,1,4,5,3,1,3,1,4,1,4,3,1,4,5,2,3,1,2,1,1,1,1,2,1,3,7,"DE","DE",NA,0,2,1,2,2,3,2,"Niedersachsen","german",5,3,5,4,5,2,3.25,5,4,4.5,3,2,3,4,4,4.5,5,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5367592,33,4,4,2,2,5,2,4,2,2,3,4,4,3,2,3,1,4,1,5,5,1,5,5,2,7,2,NA,NA,1,1,1,1,1,4,4,"DE","DE",NA,1,2,1,2,1,6,2,"Rheinland-Pfalz","german",4,3,5,3.75,3,2,2.75,5,4,4.75,2,2,2,4,4,4.25,5,4.75,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5367598,29,2,2,4,3,5,4,4,2,2,2,4,3,4,1,3,2,3,2,3,4,2,2,5,1,3,1,1,1,1,1,1,1,1,2,5,"DE","DE",NA,0,2,1,1,1,4,2,"Nordrhein-Westfalen","german",5,3,4,4,4,2,2.75,4,5,4,4,4,3.75,2,4,3.75,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5368022,27,3,3,2,3,4,5,3,2,2,4,2,4,5,1,1,1,2,1,4,4,1,5,5,1,1,1,1,1,1,1,1,2,1,4,3,"DE","DE",NA,0,2,1,1,1,3,2,"Baden-Wuerttemberg","german",5,5,5,5,2,4,3,5,5,5,3,3,2.75,1,4,3,5,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5368433,38,4,2,4,4,4,5,4,2,2,3,4,5,4,4,4,2,3,2,5,4,1,4,3,2,7,1,2,1,1,1,1,1,1,6,3,"US","DE",NA,0,2,1,2,2,6,3,"Baden-Wuerttemberg","german",2,2,4,3,3,2,3,5,4,4,2,4,3.5,1,4,3.25,4,4,1,1,0,"Europe",1,0,0,1,1,0,0
2020-03-25,5368541,33,4,3,2,4,3,1,4,1,3,2,5,4,4,1,1,1,5,1,5,5,2,3,3,2,2,1,1,1,1,1,1,1,1,2,1,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen-Anhalt","german",5,5,5,4.75,4,1,3,4,4,3.5,2,3,2.75,5,5,4.25,5,5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5368593,29,4,4,3,4,5,3,4,3,1,3,3,4,5,3,3,2,5,1,5,5,2,3,4,3,7,1,1,1,1,1,1,2,2,1,7,"DE","DE",NA,0,2,1,1,1,3,2,"Hamburg","german",3,3,4,3.75,3,3,2.75,4,3,3.5,2,2,2.75,3,3,3.75,5,5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5368744,28,3,3,2,3,4,4,4,3,2,4,3,4,4,1,1,1,4,2,2,4,2,2,4,2,1,1,1,1,1,1,1,1,1,3,1,"DE","DE",NA,0,2,1,2,2,3,2,"Hamburg","german",5,5,5,4.75,2,3,2.75,4,4,3.5,3,3,2.75,2,3,3.25,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5368761,32,2,5,3,3,4,4,4,3,4,2,5,4,3,1,2,3,3,1,5,5,1,5,5,1,8,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,1,1,3,2,"Hamburg","german",5,4,3,3.75,4,1,3.25,5,5,5,4,1,2.75,2,3,3.25,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5369087,25,4,4,4,4,4,4,5,2,3,3,4,2,3,2,3,2,1,2,2,3,2,4,4,2,3,1,1,1,1,1,1,1,2,3,4,"DE","DE",NA,0,2,1,2,2,4,2,"Nordrhein-Westfalen","german",4,3,4,3.5,3,2,2.5,4,4,4,2,2,3,2,4,3.75,4,2.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5375484,28,4,4,2,2,4,3,5,2,3,1,2,4,2,3,2,1,4,1,4,4,1,2,4,2,5,1,1,1,1,1,1,2,1,2,4,"AT","AT",NA,0,2,1,2,2,7,3,NA,"german",3,4,5,3.5,5,4,4,5,4,3.75,2,2,2,3,4,4,5,4.25,1,0,0,"Europe",0,0,0,0,1,0,0
2020-03-25,5379161,36,2,4,2,2,4,5,5,2,3,2,3,2,4,1,4,4,3,1,5,5,2,3,4,3,2,1,1,1,1,1,1,1,2,1,6,"DE","DE",NA,0,2,1,2,2,2,1,"Bayern","german",5,2,2,3.25,4,3,3,4,3,3.5,4,2,2.5,1,4,3.5,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5381724,29,4,2,3,4,3,2,4,3,3,2,2,4,4,4,3,4,4,3,4,4,1,4,4,3,5,1,1,1,1,1,1,2,1,2,3,"DE","DE",NA,0,2,1,1,1,2,2,"Sachsen","german",2,3,2,2.75,4,4,3.75,5,3,4,2,4,3.25,4,3,3.5,3,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5382220,30,2,4,2,4,4,3,4,1,3,3,3,4,4,3,3,3,4,2,4,4,4,2,4,2,4,1,1,1,1,1,1,1,1,1,5,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",3,3,3,3.25,3,3,3.25,2,4,3,4,2,3,3,5,4,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5382489,27,2,5,4,2,4,3,4,2,3,2,4,4,5,1,4,3,4,1,2,5,4,2,3,4,2,1,1,1,1,1,1,2,1,6,2,"DE","DE",NA,0,2,1,2,2,2,2,"Sachsen","german",5,2,3,3.75,4,2,3.25,2,2,2.25,4,1,2.75,3,4,3.75,5,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5382615,22,2,2,4,4,2,4,2,3,3,2,4,4,2,1,1,2,4,1,4,4,1,4,5,2,5,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,2,2,3,2,"Bayern","german",5,5,4,4,4,2,3.25,5,4,4.5,4,4,4,2,3,2.25,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5383045,30,3,4,4,3,3,4,3,2,4,2,2,4,3,1,1,1,1,3,5,3,1,3,5,1,8,1,1,1,1,1,1,2,1,2,3,"DE","DE",NA,0,2,1,1,1,2,2,"Sachsen","german",5,5,5,4.5,4,4,4,5,5,4.5,3,2,3,2,4,3,3,3,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5384062,50,4,3,4,3,4,2,4,2,2,4,4,4,4,1,1,2,2,2,1,3,2,2,3,2,2,1,1,1,1,1,1,2,1,4,4,"DE","DE",NA,2,2,1,2,2,5,3,"Sachsen","german",5,5,4,4.5,2,2,2.5,4,4,3.25,2,3,3,4,4,4,4,2.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5384063,27,2,3,3,2,5,5,5,3,5,4,4,5,3,1,3,1,4,2,4,4,1,4,4,3,4,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,1,1,2,1,"Sachsen","german",5,3,5,4,2,2,3.5,5,3,4,4,3,3,1,3,3.5,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5384137,48,4,4,3,1,4,4,4,2,3,2,4,4,4,3,3,2,4,1,5,4,1,4,5,2,5,1,1,1,1,1,1,2,1,1,3,"DE","DE",NA,0,2,1,2,2,2,3,"Sachsen","german",3,3,4,3.5,4,2,3.25,5,4,4.5,2,2,2,2,4,3.5,5,4.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5384719,23,4,2,2,4,4,4,5,3,4,3,4,4,5,1,3,1,4,1,4,5,1,3,4,2,2,2,NA,NA,1,1,1,2,1,3,3,"DE","DE",NA,0,2,1,1,1,4,2,"Schleswig-Holstein","german",5,3,5,4.5,3,2,3.25,5,4,4,2,4,3,2,3,3.5,5,4.5,0,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5384761,43,5,1,1,4,4,1,5,1,2,3,5,3,1,3,1,1,4,1,5,3,2,3,2,2,1,1,1,1,1,1,1,2,2,3,6,"DE","DE",NA,0,2,1,1,1,3,2,"Sachsen","german",3,5,5,3.5,3,1,2.25,4,4,3.25,1,5,2.75,5,5,4.75,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5385166,26,2,2,2,4,4,2,4,2,4,4,4,2,4,1,1,1,4,2,4,4,1,4,5,1,3,1,1,1,1,1,1,1,1,4,2,"DE","DE",NA,0,2,1,1,1,2,2,"Rheinland-Pfalz","german",5,5,5,4.75,2,2,2.5,5,5,4.75,4,4,3.5,4,4,4,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5385175,48,4,3,3,2,4,2,3,4,3,2,2,4,4,4,2,2,3,1,3,4,2,4,4,2,3,1,1,1,1,1,1,1,1,3,6,"DE","DE",NA,0,2,1,2,2,5,3,"Sachsen","german",2,4,4,3.5,4,4,3.75,4,4,4,2,3,2.5,4,2,3.25,5,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5386579,27,2,4,2,4,4,2,4,2,3,3,4,4,4,2,2,3,5,1,4,4,1,4,5,1,6,1,1,1,1,1,1,1,1,2,1,"DE","AT",NA,0,2,1,1,1,2,1,NA,"german",4,4,3,3.75,3,2,3,5,5,4.75,4,2,3,4,4,4,5,4.5,1,1,0,"Europe",0,0,1,0,1,0,0
2020-03-25,5386700,24,3,3,4,5,4,4,2,5,3,5,5,1,2,1,2,3,2,1,5,5,2,4,5,1,6,1,1,1,1,1,1,1,1,4,3,"DE","DE",NA,0,2,1,2,1,3,2,"Bayern","german",5,4,3,3.5,1,1,1.5,4,5,4.5,3,3,3.75,2,1,2.25,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5386701,24,3,4,3,4,4,2,4,2,4,2,4,2,2,2,1,2,4,2,2,3,1,3,4,1,4,1,1,1,1,1,1,1,1,4,4,"DE","DE",NA,0,2,1,2,2,3,2,"Bayern","german",4,5,4,3.75,4,2,3,5,5,4.25,3,2,3,4,4,4,4,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5387039,34,4,5,2,1,3,5,4,1,4,1,3,5,3,4,3,2,5,2,5,4,2,2,5,3,5,1,1,1,1,1,1,1,1,2,1,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",2,3,4,3,5,3,4.25,4,3,3.5,2,1,1.5,1,5,3.25,4,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-25,5392349,21,4,3,3,3,4,4,3,3,2,4,4,2,2,1,4,1,4,1,4,5,2,3,4,2,5,1,1,1,1,1,1,1,2,6,3,"DE","DE",NA,0,2,1,1,1,3,1,"Sachsen","german",5,2,5,3.5,2,2,2,4,4,3.75,2,3,2.75,2,3,3,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5396538,32,4,3,4,3,5,4,4,4,4,2,3,4,2,4,4,3,2,2,4,4,1,4,5,2,7,1,1,1,1,1,1,2,1,2,4,"DE","DE",NA,1,2,1,2,2,2,1,"Sachsen","german",2,2,3,2.25,4,3,3.75,5,4,4.5,2,3,3,2,2,3.25,4,3.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5396585,32,4,3,4,2,4,4,3,4,2,4,4,2,2,2,2,2,3,2,4,3,1,2,4,2,4,1,1,1,1,1,1,1,2,2,4,"DE","DE",NA,2,2,1,2,2,3,2,"Sachsen","german",4,4,4,3.5,2,2,2,5,4,3.75,2,3,2.75,2,2,2.75,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5396596,33,3,2,2,2,4,4,3,2,3,3,4,2,2,3,3,2,4,1,4,3,3,3,3,2,2,1,1,1,1,1,1,1,2,2,8,"DE","DE",NA,0,2,1,2,2,4,2,"Sachsen","german",3,3,4,3,3,2,2.5,3,4,3.25,3,4,2.75,2,4,3.25,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5396622,46,2,4,2,4,3,5,4,3,3,2,4,5,3,2,1,2,3,1,5,4,1,2,4,2,6,1,1,1,1,1,1,2,1,1,1,"DE","DE",NA,0,2,1,1,1,4,2,"Sachsen","german",4,5,4,4,4,2,3.5,5,4,3.75,4,2,3,1,3,2.75,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5396664,32,2,4,2,4,3,2,4,4,2,3,5,4,3,4,3,1,5,1,5,5,1,5,5,1,5,1,2,1,1,1,1,2,2,3,1,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",2,3,5,3.25,3,1,2.5,5,5,5,4,2,3,4,2,3.25,5,5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5396886,40,2,1,2,4,5,1,5,2,2,5,5,5,2,1,2,2,4,1,5,3,1,4,4,1,2,1,1,1,1,1,1,2,1,3,2,"DE","DE",NA,1,2,1,3,3,6,3,"Bayern","german",5,4,4,3.75,1,1,2.25,5,5,4.5,4,5,3.75,5,4,4.75,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5396953,47,4,2,3,3,4,3,3,2,5,3,4,4,2,3,2,2,3,2,4,4,2,2,3,2,4,1,1,1,1,1,1,2,2,3,6,"DE","DE",NA,0,2,1,2,2,4,2,"Sachsen","german",3,4,4,3.25,3,2,3.5,4,4,3.25,2,4,3,3,4,3.5,4,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397020,35,2,4,2,4,3,4,4,3,2,3,5,4,2,1,2,1,5,1,5,5,1,3,3,1,2,1,1,1,1,1,1,1,1,4,4,"DE","DE",NA,0,2,1,2,1,3,2,"Sachsen","german",5,4,5,4,3,1,2.5,5,5,4,4,2,3,2,3,3,5,5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397102,32,2,4,2,2,5,2,4,2,4,2,4,4,4,1,2,4,4,2,4,5,1,4,5,1,5,1,2,1,1,1,1,1,1,1,4,"AT","CH",NA,0,2,1,1,1,2,2,NA,"german",5,4,2,3.75,4,2,3.5,5,5,4.75,4,2,2.5,4,4,4.25,4,4.25,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-26,5397177,30,4,3,3,3,3,2,3,4,1,2,4,4,3,2,4,2,5,2,4,5,2,3,4,2,2,1,1,1,1,1,1,1,1,3,2,"DE","DE",NA,0,2,1,1,1,4,2,"Sachsen","german",4,2,4,3.25,4,2,2.75,4,4,3.75,2,3,2.75,4,2,3,4,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397198,32,3,2,3,3,4,3,4,4,2,4,4,5,4,3,2,2,5,1,4,4,2,5,4,1,4,1,1,1,1,1,1,1,1,3,5,"DE","DE",NA,2,2,1,1,1,4,2,"Bayern","german",3,4,4,3.75,2,2,2.75,4,5,4.5,3,4,3.25,3,2,3.25,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397201,31,3,4,3,3,4,2,4,2,4,2,2,4,3,1,3,2,3,2,4,2,1,2,4,3,6,1,1,2,1,1,1,1,1,2,6,"DE","DE",NA,0,2,1,2,2,4,2,"Bayern","german",5,3,4,3.75,4,4,4,5,3,3.5,3,2,2.75,4,4,4,4,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397297,32,3,2,5,5,3,3,3,2,2,5,5,1,4,1,1,2,4,1,4,5,1,5,5,1,6,1,1,1,1,1,1,1,2,3,3,"DE","DE",NA,0,2,1,1,1,3,2,"Sachsen","german",5,5,4,4.5,1,1,1.25,5,5,5,3,4,4.25,3,4,3.25,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397402,26,3,3,4,2,4,2,4,4,4,3,4,3,3,2,1,1,4,2,4,4,2,4,4,2,3,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",4,5,5,4.25,3,2,3,4,4,4,3,3,3,4,2,3.5,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397408,40,4,3,3,4,3,4,4,2,3,4,5,3,4,2,2,3,4,2,3,4,1,4,4,2,2,1,1,1,1,1,1,1,1,1,4,"DE","DE",NA,0,2,1,2,2,3,2,"Bayern","german",4,4,3,3.75,2,1,2.25,5,4,4.25,2,3,3,2,4,3.25,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397472,33,4,4,3,4,5,2,5,2,3,5,5,4,3,2,2,2,5,1,5,4,1,5,5,1,2,1,1,1,1,1,1,2,2,2,3,"DE","DE",NA,0,2,1,1,1,3,2,"Bayern","german",4,4,4,3.75,1,1,2.25,5,5,5,2,2,2.75,4,4,4.5,5,4.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397541,29,3,3,2,3,3,3,4,2,3,2,4,4,4,1,2,1,4,1,5,4,1,4,4,2,5,2,NA,NA,1,1,1,1,1,2,4,"DE","AT",NA,0,2,1,2,2,3,2,NA,"german",5,4,5,4.5,4,2,3.25,5,4,4.25,3,3,2.75,3,4,3.5,5,4.5,0,1,0,"Europe",0,0,1,0,1,0,0
2020-03-26,5397606,27,3,4,3,5,4,4,4,3,2,1,5,4,2,1,1,1,2,1,5,4,1,3,4,1,7,1,1,1,1,1,1,1,2,2,4,"DE","DE",NA,0,2,1,2,2,5,2,"Nordrhein-Westfalen","german",5,5,5,4.25,5,1,3,5,5,4.25,3,2,3.25,2,3,3.25,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397686,61,4,3,2,3,4,4,4,4,2,5,4,4,3,1,4,1,5,1,4,5,1,5,5,1,3,1,1,1,1,1,1,1,2,3,3,"DE","DE",NA,0,2,1,2,2,4,2,"Nordrhein-Westfalen","german",5,2,5,3.75,1,2,2.25,5,5,5,2,3,2.5,2,2,3,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397716,27,2,2,2,4,5,2,4,1,3,2,4,4,5,1,2,1,5,2,4,4,1,2,4,1,5,1,2,1,1,1,1,1,1,5,5,"DE","DE",NA,0,2,1,2,2,4,2,"Baden-Wuerttemberg","german",5,4,5,4.75,4,2,3.25,5,5,4,4,4,3.5,4,5,4.5,4,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
