"date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County","version","BHI_HH_2","BHI_HH_3","BHI_HH_4","HH","BHI_E_2","BHI_E_3","E","BHI_X_1","BHI_X_4","X","BHI_A_1","BHI_A_2","A","BHI_C_2","BHI_C_4","C","BHI_O_2","O","Personal_Mobility_Restriction","Public_Transport_Restriction","Quarantine_Duration","continent","Germany","USA","German","American","Europe","Americas","Rest"
2020-03-24,5344935,30,2,4,3,4,3,4,4,2,3,4,4,2,2,4,4,1,4,1,4,4,1,5,5,1,2,1,2,1,1,1,1,1,1,2,1,"DE","DE",NA,0,2,2,2,2,3,2,NA,"english",2,2,5,2.75,2,2,2.25,5,5,5,4,2,3.25,2,4,3.25,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5344991,23,2,3,4,4,4,2,4,2,2,2,4,3,2,1,4,2,3,2,4,5,1,3,4,1,6,1,1,2,1,1,1,1,1,2,3,"US","US",NA,1,2,2,2,2,3,2,NA,"english",5,2,4,3.25,4,2,2.75,5,5,4.25,4,3,3.75,4,4,4,4,4,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5345198,25,4,4,1,5,5,2,4,1,2,5,5,2,5,1,2,1,2,1,2,5,1,3,5,1,1,2,NA,NA,1,1,1,1,2,1,4,"US","US",NA,0,2,2,1,1,7,2,NA,"english",5,4,5,4.75,1,1,1.5,5,5,4.5,2,2,2.5,4,5,4.5,5,3.5,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5345357,29,4,5,2,4,4,3,2,2,4,4,4,2,3,2,1,3,4,1,4,5,1,4,5,3,3,2,NA,NA,1,1,1,1,1,2,4,"DE","DE",10,0,1,2,2,2,4,3,NA,"english",4,5,3,3.75,2,2,2.5,5,3,4.25,2,1,2.25,3,4,3.25,5,4.5,0,1,10,"Europe",1,0,1,0,1,0,0
2020-03-24,5345431,52,2,3,3,2,2,4,4,3,4,2,3,4,3,1,1,1,3,2,4,3,1,5,5,1,9,1,1,1,1,1,1,1,1,4,5,"DE","FR",NA,0,2,2,2,2,4,3,NA,"english",5,5,5,4.5,4,3,3.75,5,5,5,4,3,3,2,3,2.75,4,3.5,1,1,0,"Europe",0,0,1,0,1,0,0
2020-03-24,5345797,39,3,4,4,3,3,3,3,3,4,3,3,4,4,2,3,3,3,2,4,4,1,3,5,3,6,1,2,1,1,1,1,1,2,2,3,"DE","DE",NA,0,2,2,1,1,4,2,NA,"english",4,3,3,3.5,3,3,3.5,5,3,4,3,2,3,3,3,3,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5346534,31,4,5,3,2,4,4,4,1,4,1,4,4,5,1,2,1,1,1,2,5,3,1,3,3,8,1,1,1,1,1,2,1,1,2,3,"US","US",NA,0,2,2,2,2,4,2,NA,"english",5,4,5,4.75,5,2,3.75,3,3,2.5,2,1,2,2,5,3.75,5,3.25,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5346684,33,3,5,3,2,5,5,4,2,2,2,4,4,3,1,4,2,3,1,4,3,2,3,5,4,7,1,1,1,1,1,1,2,1,1,4,"DE","DE",NA,0,2,2,2,2,4,2,NA,"english",5,2,4,3.5,4,2,3,4,2,3.5,3,1,2.25,1,4,3.5,5,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5347008,20,2,5,2,4,4,2,4,2,2,5,5,5,4,4,1,1,4,3,2,4,1,5,5,1,4,1,1,1,1,1,1,1,1,4,5,"DE","FR",7,0,1,2,3,3,3,2,NA,"english",2,5,5,4,1,1,2.25,5,5,5,4,1,2.75,4,4,4,3,3.25,1,1,7,"Europe",0,0,1,0,1,0,0
2020-03-24,5347620,34,2,4,3,3,4,2,5,2,4,3,4,4,5,1,1,1,5,1,5,5,1,5,4,5,2,2,NA,NA,1,1,1,2,1,2,3,"ES","DE",NA,0,2,2,2,2,3,2,NA,"english",5,5,5,5,3,2,3.25,5,1,3.75,4,2,3,4,4,4.25,5,5,0,0,0,"Europe",1,0,0,0,1,0,0
2020-03-24,5347702,29,4,5,2,4,4,4,5,2,4,2,4,1,3,2,2,2,4,2,4,5,2,2,3,4,2,1,1,1,1,1,1,1,2,1,4,"HU","BE",NA,0,2,2,1,1,3,2,NA,"english",4,4,4,3.75,4,2,2.75,4,2,2.75,2,1,2.25,2,4,3.75,4,4.25,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5347905,32,2,4,2,2,2,2,4,3,4,5,4,5,4,1,2,1,4,1,5,4,1,4,5,1,5,1,1,2,1,1,1,1,1,1,3,"SK","SK",9,0,1,2,2,2,3,2,NA,"english",5,4,5,4.5,1,2,3,5,5,4.75,4,2,2.5,4,3,3.25,5,4.5,1,1,9,"Europe",0,0,0,0,1,0,0
2020-03-24,5348041,42,4,3,2,1,2,4,4,1,4,1,2,4,4,1,4,3,4,1,4,5,2,4,4,3,7,2,NA,NA,1,1,1,1,1,3,2,"US","US",NA,0,2,2,2,2,3,2,NA,"english",5,2,3,3.5,5,4,4.25,4,3,3.75,2,3,2,2,5,3.25,5,4.5,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5348439,25,2,4,2,4,4,4,4,2,2,4,5,1,2,1,3,1,4,2,4,4,1,5,5,2,4,1,1,2,1,1,1,1,2,2,4,"TR","DE",9,2,1,2,2,2,3,2,NA,"english",5,3,5,3.75,2,1,1.5,5,4,4.75,4,2,3,2,4,3.5,4,4,1,1,9,"Europe",1,0,0,0,1,0,0
2020-03-24,5348566,30,4,4,2,1,3,5,4,2,2,1,4,2,4,5,4,3,2,2,5,5,2,2,5,2,2,1,1,1,1,1,1,1,2,1,4,"DE","DE",10,1,1,2,2,2,5,2,NA,"english",1,2,3,2.5,5,2,2.75,4,4,3.75,2,2,1.75,1,4,3,4,4,1,1,10,"Europe",1,0,1,0,1,0,0
2020-03-24,5348739,23,4,5,4,2,4,2,3,2,4,2,4,4,4,1,4,3,5,1,4,4,1,4,5,2,8,2,NA,NA,1,1,1,2,1,3,2,"US","US",NA,0,2,2,1,1,4,2,NA,"english",5,2,3,3.5,4,2,3.5,5,4,4.5,2,1,2.25,4,4,3.75,5,4.5,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5350320,30,2,3,3,3,3,4,2,4,1,4,4,1,4,1,1,1,3,1,3,4,2,4,4,2,9,1,1,1,1,1,1,1,2,4,4,"US","US",NA,0,2,2,2,2,5,2,NA,"english",5,5,5,4.75,2,2,1.5,4,4,4,4,3,3.25,2,2,2.25,5,3.75,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5350387,26,1,2,4,2,4,1,4,1,4,1,4,5,3,5,1,2,3,5,4,4,5,3,5,1,8,1,1,1,1,1,1,2,1,1,3,"US","US",NA,0,2,2,1,1,3,2,NA,"english",1,5,4,3.25,5,2,4,1,5,3.5,5,4,3.75,5,5,4.5,1,3,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5350443,31,2,2,4,4,5,4,4,3,3,3,4,2,5,1,2,1,4,1,3,2,1,4,4,1,3,2,NA,NA,1,1,1,2,1,3,5,"US","US",NA,0,2,2,2,2,6,2,NA,"english",5,4,5,4.75,3,2,2.5,5,5,4.5,4,4,4,2,3,3.5,5,3.5,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5350745,27,4,4,3,4,2,3,4,2,2,1,3,4,1,1,1,1,4,1,4,4,1,3,5,2,7,1,1,1,1,1,1,2,3,4,1,"US","US",NA,0,2,2,4,3,5,3,NA,"english",5,5,5,4,5,3,3.5,5,4,4.25,2,2,2.75,3,4,3.25,5,4.25,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5351381,48,2,3,3,5,4,3,4,2,2,2,5,2,4,1,2,1,4,1,4,4,1,2,4,2,7,1,1,2,1,1,1,1,1,1,4,"US","US",NA,0,2,2,2,2,4,2,NA,"english",5,4,5,4.5,4,1,2.25,5,4,3.75,4,3,3.75,3,4,3.75,5,4.25,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5351462,25,2,2,4,4,2,2,3,4,2,2,4,4,4,1,2,2,2,1,4,4,2,2,4,2,2,1,2,2,1,1,1,1,1,3,2,"DE","DE",NA,0,2,2,1,1,4,2,NA,"english",5,4,4,4.25,4,2,3,4,4,3.5,4,4,4,4,2,2.75,5,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5351496,24,5,3,3,3,2,3,3,3,4,2,4,3,4,1,4,2,4,1,4,4,1,4,4,2,8,1,1,1,1,1,1,2,2,3,3,"DE","DE",4,0,1,2,2,2,5,2,NA,"english",5,2,4,3.75,4,2,3.25,5,4,4.25,1,3,2.5,3,3,2.75,5,4.25,1,0,4,"Europe",1,0,1,0,1,0,0
2020-03-24,5351497,28,3,4,4,3,4,5,3,2,4,2,2,2,4,2,1,3,3,2,2,3,1,2,3,2,4,1,1,1,1,1,1,1,1,2,2,"US","US",NA,0,2,2,1,1,3,3,NA,"english",4,5,3,4,4,4,3.5,5,4,3.5,3,2,3,1,4,3,4,3,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5351844,37,3,5,1,4,3,4,5,3,4,1,1,4,4,1,1,1,2,1,1,4,4,1,3,4,10,2,NA,NA,1,1,2,1,1,2,1,"SE","SE",NA,1,2,2,1,1,7,2,NA,"english",5,5,5,4.75,5,5,4.5,2,2,2,3,1,2.25,2,3,3.25,5,3,0,1,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5351948,52,4,2,2,2,2,3,2,2,2,2,5,5,4,2,1,1,4,1,4,4,2,5,4,1,8,1,1,1,2,NA,NA,2,1,2,5,"CA","CA",6,1,1,2,2,1,6,2,NA,"english",4,5,5,4.5,4,1,3,4,5,4.5,2,4,2.5,3,4,2.75,5,4.25,1,0,6,"Americas",0,0,0,0,0,1,0
2020-03-24,5352057,27,1,2,3,3,3,4,4,4,4,2,4,5,5,1,4,3,5,1,4,4,1,4,5,1,6,2,NA,NA,1,1,1,2,1,2,4,"DE","DE",NA,0,2,2,2,2,4,2,NA,"english",5,2,3,3.75,4,2,3.75,5,5,4.75,5,4,3.75,2,2,2.75,5,4.5,0,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5352292,26,2,4,2,2,2,4,2,2,4,2,4,4,2,2,2,2,3,2,4,4,1,2,4,2,4,1,1,1,1,1,1,2,1,4,4,"DE","DE",NA,0,2,2,2,2,3,2,NA,"english",4,4,4,3.5,4,2,3.5,5,4,3.75,4,2,2.5,2,4,2.5,4,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5352626,24,4,3,3,4,5,2,4,4,2,4,4,4,3,2,2,1,4,1,4,5,2,5,4,3,4,2,NA,NA,1,1,1,2,1,2,4,"DE","DE",NA,1,2,2,2,2,5,2,NA,"english",4,4,5,4,2,2,2.5,4,3,4,2,3,3,4,2,3.75,5,4.5,0,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5352708,29,1,3,2,5,5,2,5,2,3,3,3,5,2,1,1,3,4,1,3,5,2,5,5,3,2,1,2,1,1,1,1,2,1,2,3,"DE","DE",NA,0,2,2,1,1,2,2,NA,"english",5,5,3,3.75,3,3,3.5,4,3,4.25,5,3,3.75,4,4,4.5,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5352819,91,2,4,2,4,3,4,4,4,3,3,4,1,2,1,3,1,4,1,5,4,1,3,5,1,9,2,NA,NA,1,1,1,2,2,1,1,"US","US",7,1,1,2,2,2,3,2,NA,"english",5,3,5,3.75,3,2,2.25,5,5,4.5,4,2,3,2,2,2.75,5,4.5,0,0,7,"Americas",0,1,0,1,0,1,0
2020-03-24,5352903,26,3,4,2,4,4,3,4,2,4,2,3,3,4,1,2,1,2,3,2,4,2,1,3,3,4,1,1,1,1,1,1,1,2,3,7,"US","US",NA,0,2,2,1,1,5,2,NA,"english",5,4,5,4.5,4,3,3.5,4,3,2.75,3,2,2.75,3,4,3.75,3,2.75,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5353291,47,2,2,3,4,4,2,3,2,4,4,3,3,4,1,2,2,5,1,3,3,1,4,4,1,2,1,1,2,1,1,1,2,1,5,5,"DE","DE",NA,0,2,2,2,2,2,1,NA,"english",5,4,4,4.25,2,3,3,5,5,4.5,4,4,3.75,4,4,3.75,5,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5353472,34,2,4,2,4,4,3,4,2,4,2,4,4,3,1,3,2,4,1,3,4,2,4,4,3,6,1,2,1,1,1,1,2,1,2,2,"DE","CA",NA,0,2,2,2,2,4,2,NA,"english",5,3,4,3.75,4,2,3.5,4,3,3.75,4,2,3,3,4,3.75,5,4,1,0,0,"Americas",0,0,1,0,0,1,0
2020-03-24,5353548,59,4,2,4,3,3,2,3,2,2,3,4,2,4,1,3,1,4,1,5,4,2,2,4,2,6,1,1,1,1,1,1,1,1,2,3,"US","US",NA,2,2,2,2,2,3,2,NA,"english",5,3,5,4.25,3,2,2.25,4,4,3.5,2,4,3.25,4,4,3.5,5,4.5,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5353642,28,3,3,5,3,3,2,4,2,4,1,4,2,5,1,1,1,4,1,3,3,2,2,4,2,6,2,NA,NA,1,1,2,1,1,2,3,"US","US",NA,0,2,2,2,2,4,2,NA,"english",5,5,5,5,5,2,3.25,4,4,3.5,3,3,3.5,4,4,3.75,5,3.75,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5353672,34,4,3,3,3,4,2,4,1,4,2,5,4,3,1,3,3,4,2,5,4,1,3,4,1,6,1,1,1,1,1,1,1,1,6,6,"CN","US",10,4,1,2,3,2,3,3,NA,"english",5,3,3,3.5,4,1,3.25,5,5,4.25,2,3,2.75,4,5,4.25,4,4.25,1,1,10,"Americas",0,1,0,0,0,1,0
2020-03-24,5354128,37,4,4,4,4,2,2,3,2,4,4,3,4,4,1,3,2,3,1,3,2,1,3,4,1,7,1,1,2,1,1,1,2,1,2,3,"US","US",12,0,1,2,1,1,3,1,NA,"english",5,3,4,4,2,3,3.25,5,5,4.25,2,2,3,4,4,3.25,5,3.25,1,0,12,"Americas",0,1,0,1,0,1,0
2020-03-24,5354344,29,2,4,3,2,4,2,4,1,4,2,3,5,4,1,1,1,4,1,4,4,1,3,4,2,3,2,NA,NA,1,1,1,1,1,2,2,"AR","DE",12,0,1,2,2,2,3,1,NA,"english",5,5,5,4.75,4,3,4,5,4,4,4,2,2.75,4,5,4.25,5,4.25,0,1,12,"Europe",1,0,0,0,1,0,0
2020-03-24,5354584,22,4,5,4,1,5,4,2,4,5,1,4,4,2,1,3,2,4,1,4,3,2,2,5,2,5,1,1,1,1,1,2,2,1,8,2,"US","US",8,0,1,2,1,1,4,3,NA,"english",5,3,4,3.5,5,2,4,4,4,3.75,2,1,2,2,2,2.75,5,4,1,0,8,"Americas",0,1,0,1,0,1,0
2020-03-24,5354586,23,4,3,4,4,4,2,5,2,3,2,4,3,4,1,4,3,4,2,4,5,2,2,5,2,3,1,1,1,1,1,1,1,1,3,3,"FR","AT",NA,0,2,2,2,3,4,2,NA,"english",5,2,3,3.5,4,2,3,4,4,3.75,2,3,3.25,4,4,4.25,4,4.25,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5354752,43,2,4,2,4,4,2,5,2,2,3,5,2,4,1,1,1,3,1,4,3,2,4,4,1,4,2,NA,NA,1,1,1,1,1,4,4,"CA","CA",NA,0,2,2,1,1,4,2,NA,"english",5,5,5,4.75,3,1,2,4,5,4.25,4,2,3,4,4,4.25,5,3.75,0,1,0,"Americas",0,0,0,0,0,1,0
2020-03-24,5355297,30,2,4,3,2,3,2,5,1,3,3,4,4,4,1,2,1,4,1,5,3,1,4,4,2,2,1,2,1,1,1,1,2,1,2,2,"DE","DE",NA,0,2,2,2,2,3,2,NA,"english",5,4,5,4.5,3,2,3,5,4,4.25,4,2,2.75,4,5,4.25,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5355539,29,1,4,3,2,4,3,4,2,4,2,4,4,4,1,1,1,3,1,1,4,2,1,4,1,7,1,1,1,1,1,1,1,1,3,4,"DE","DE",NA,0,2,2,2,2,4,2,NA,"english",5,5,5,4.75,4,2,3.5,4,5,3.5,5,2,3,3,4,3.75,5,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5355706,31,3,2,3,2,4,4,4,1,4,3,4,2,4,3,2,1,4,1,2,3,2,2,4,2,3,1,2,1,1,1,1,1,2,3,3,"DE","DE",NA,0,2,2,2,2,4,2,NA,"english",3,4,5,4,3,2,2.75,4,4,3.5,3,4,3,2,5,3.75,5,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5356346,27,2,3,3,2,2,2,2,2,3,3,4,5,4,1,3,2,4,1,5,4,1,5,4,1,4,1,1,1,1,1,1,2,1,3,3,"DE","DE",NA,0,2,2,2,2,4,3,NA,"english",5,3,4,4,3,2,3.25,5,5,4.75,4,3,3,4,4,3,5,4.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5356920,26,3,4,3,4,2,3,2,2,3,4,4,1,4,1,1,1,4,2,4,4,1,3,3,2,7,1,1,1,1,1,1,2,3,1,2,"VN","US",5,0,1,2,3,2,6,3,NA,"english",5,5,5,4.75,2,2,2,5,4,3.75,3,2,3,3,4,2.75,4,4,1,0,5,"Americas",0,1,0,0,0,1,0
2020-03-24,5356934,27,4,5,4,2,1,2,5,2,4,2,5,3,3,1,1,2,1,1,4,3,3,3,3,3,8,1,1,1,1,1,1,1,1,2,4,"JP","US",12,0,1,2,3,3,5,3,NA,"english",5,5,4,4.25,4,1,3,3,3,3,2,1,2.25,4,4,3.5,5,3.25,1,1,12,"Americas",0,1,0,0,0,1,0
2020-03-24,5356939,23,2,1,4,2,2,4,4,4,1,2,4,4,2,1,3,2,3,1,5,4,2,5,4,2,6,2,NA,NA,1,1,1,2,1,2,2,"US","US",NA,1,2,2,2,2,4,2,NA,"english",5,3,4,3.5,4,2,2.75,4,4,4.25,4,5,3.75,2,2,2.5,5,4.25,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5357047,19,5,4,3,3,4,3,4,2,4,3,4,3,1,2,4,2,4,1,5,3,2,1,4,4,8,2,NA,NA,1,1,1,1,2,1,3,"US","US",8,0,1,2,1,1,3,2,NA,"english",4,2,4,2.75,3,2,3,4,2,2.75,1,2,2.25,3,4,3.75,5,4.25,0,1,8,"Americas",0,1,0,1,0,1,0
2020-03-24,5357082,23,3,2,3,3,3,4,4,3,4,1,4,5,2,1,3,1,4,1,4,5,1,1,5,2,5,1,1,1,1,1,1,1,1,6,2,"US","US",NA,1,2,2,1,1,4,2,NA,"english",5,3,5,3.75,5,2,4,5,4,3.75,3,4,3.25,2,3,3,5,4.5,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5357316,26,4,5,4,2,4,3,4,1,4,1,4,2,5,4,2,1,1,1,2,2,2,2,5,2,8,2,NA,NA,2,NA,NA,2,1,2,2,"US","US",NA,1,2,2,1,1,5,2,NA,"english",2,4,5,4,5,2,3.25,4,4,3.75,2,1,2.25,3,5,4,5,2.5,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5357360,42,4,3,4,2,3,3,5,3,1,3,4,4,3,4,4,2,4,1,5,4,1,3,5,2,4,2,NA,NA,1,1,1,2,2,2,4,"CA","US",12,0,1,2,1,1,7,2,NA,"english",2,2,4,2.75,3,2,2.5,5,4,4.25,2,3,2.75,3,3,3.5,5,4.5,0,0,12,"Americas",0,1,0,0,0,1,0
2020-03-24,5357429,24,2,5,1,4,4,2,2,5,2,5,4,5,5,4,1,5,5,3,5,5,1,5,4,2,1,1,1,1,1,1,1,1,2,1,1,"DE","DE",NA,0,2,2,1,1,2,1,NA,"english",2,5,1,3.25,1,2,2.5,5,4,4.5,4,1,2.5,4,1,2.75,3,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5357468,26,3,3,4,3,5,3,5,2,4,1,4,2,2,2,1,1,4,2,3,3,2,3,4,1,8,2,NA,NA,1,1,1,2,1,2,3,"US","US",12,0,1,2,2,2,4,2,NA,"english",4,5,5,4,5,2,3.25,4,5,4,3,3,3.25,3,4,4.25,4,3.5,0,0,12,"Americas",0,1,0,1,0,1,0
2020-03-24,5357584,25,4,2,2,4,4,2,4,1,2,2,5,2,2,1,2,2,4,1,5,4,2,3,4,1,4,1,1,1,1,1,1,2,1,2,2,"US","US",NA,0,2,2,2,2,3,2,NA,"english",5,4,4,3.75,4,1,2.25,4,5,4,2,4,3,4,5,4.25,5,4.5,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5357599,32,2,2,2,1,4,1,4,2,2,2,5,2,4,1,2,1,4,1,3,4,1,4,5,1,3,1,1,2,1,1,1,1,1,2,2,"US","US",NA,0,2,2,1,1,4,2,NA,"english",5,4,5,4.5,4,1,2.25,5,5,4.75,4,4,2.75,5,4,4.25,5,4,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5357664,29,4,4,3,3,5,3,5,2,5,2,3,4,4,1,3,1,4,1,2,3,3,3,3,2,8,1,1,2,1,1,1,1,1,2,3,"TW","US",NA,0,2,2,1,1,7,3,NA,"english",5,3,5,4.25,4,3,4,3,4,3.25,2,2,2.5,3,4,4.25,5,3.5,1,1,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5357718,35,2,1,3,4,4,3,3,2,4,2,4,4,4,2,2,4,3,2,3,3,1,2,2,2,5,2,NA,NA,1,1,1,1,1,3,6,"CN","US",NA,0,2,2,4,2,7,3,NA,"english",4,4,2,3.5,4,2,3.5,5,4,3.25,4,5,4,3,4,3.5,4,3.25,0,1,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5357883,24,3,1,3,4,3,2,4,2,2,5,4,2,4,4,2,3,5,1,4,3,2,3,3,4,3,1,1,1,1,1,1,1,1,3,2,"FR","FR",12,3,1,2,1,1,4,2,NA,"english",2,4,3,3.25,1,2,1.75,4,2,3,3,5,3.75,4,4,3.75,5,4.25,1,1,12,"Europe",0,0,0,0,1,0,0
2020-03-24,5357887,26,4,4,2,2,4,4,4,2,4,1,4,5,4,1,2,2,4,2,4,2,2,2,4,2,9,1,1,1,1,1,1,1,1,2,1,"US","US",NA,0,2,2,1,1,5,1,NA,"english",5,4,4,4.25,5,2,4,4,4,3.5,2,2,2,2,4,3.5,4,3.5,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5357907,30,3,3,3,5,5,2,5,3,4,3,5,3,5,1,2,3,4,1,4,2,2,4,4,3,2,1,1,1,1,1,1,1,1,7,1,"FR","FR",NA,0,2,2,1,1,4,2,NA,"english",5,4,3,4.25,3,1,2.75,4,3,3.75,3,3,3.5,4,3,4.25,5,3.75,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5358039,31,2,4,2,4,2,4,5,1,4,2,4,4,4,1,1,1,4,1,4,4,2,2,4,2,7,1,1,1,1,1,1,1,1,2,1,"US","US",NA,1,2,2,2,2,3,1,NA,"english",5,5,5,4.75,4,2,3.5,4,4,3.5,4,2,3,2,5,3.5,5,4.25,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5358110,30,4,4,2,4,5,3,5,2,2,1,4,3,2,1,2,4,4,1,5,4,2,4,4,2,10,1,1,2,1,1,1,2,1,3,2,"CA","CA",NA,1,2,2,1,1,3,1,NA,"english",5,4,2,3.25,5,2,3,4,4,4,2,2,2.5,3,4,4.25,5,4.5,1,0,0,"Americas",0,0,0,0,0,1,0
2020-03-24,5358139,23,4,4,4,4,5,4,4,1,3,1,2,5,4,1,1,1,3,1,5,5,1,4,5,1,5,1,1,2,1,1,1,1,1,2,5,"CO","US",9,0,1,2,1,1,2,1,NA,"english",5,5,5,4.75,5,4,4.25,5,5,4.75,2,2,3,2,5,4,5,4.5,1,1,9,"Americas",0,1,0,0,0,1,0
2020-03-24,5358329,32,3,2,2,3,4,4,3,2,2,5,4,2,3,1,2,1,4,1,4,3,2,2,3,1,4,2,NA,NA,1,1,1,2,2,2,1,"CA","CA",NA,0,2,2,2,2,3,2,NA,"english",5,4,5,4.25,1,2,1.75,4,5,3.5,3,4,3,2,4,3.25,5,4,0,0,0,"Americas",0,0,0,0,0,1,0
2020-03-24,5358429,28,2,4,2,2,5,1,5,1,4,2,5,4,2,1,1,1,4,2,4,4,1,2,4,2,8,1,1,1,1,1,1,1,1,2,1,"US","US",14,0,1,2,1,1,3,2,NA,"english",5,5,5,4.25,4,1,3.25,5,4,3.75,4,2,2.5,5,5,5,4,4,1,1,14,"Americas",0,1,0,1,0,1,0
2020-03-24,5358448,33,4,4,2,1,4,4,3,2,4,4,2,5,3,1,4,3,4,1,3,5,1,2,4,1,2,1,1,1,1,1,1,1,1,2,2,"HR","DE",NA,0,2,2,2,2,4,2,NA,"english",5,2,3,3.25,2,4,3.75,5,5,4,2,2,1.75,2,4,3.25,5,4.25,1,1,0,"Europe",1,0,0,0,1,0,0
2020-03-24,5358449,35,2,4,4,4,4,3,3,3,2,5,5,4,4,2,2,1,4,1,4,5,2,5,5,2,3,1,1,1,1,1,1,1,2,4,4,"US","US",8,0,1,2,1,1,4,1,NA,"english",4,4,5,4.25,1,1,2,4,4,4.5,4,2,3.5,3,3,3.25,5,4.5,1,1,8,"Americas",0,1,0,1,0,1,0
2020-03-24,5358459,26,4,4,1,2,2,2,2,4,3,4,5,2,4,4,1,1,3,2,4,5,1,1,4,3,5,2,NA,NA,1,1,1,2,1,3,3,"US","US",NA,0,2,2,1,1,4,2,NA,"english",2,5,5,4,2,1,2,5,3,3.25,2,2,1.75,4,2,2.5,4,4,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5358475,20,2,5,2,4,4,3,3,3,2,2,5,4,5,1,1,1,4,1,4,4,2,3,4,2,3,1,1,1,1,1,1,2,1,4,4,"US","US",13,0,1,2,3,2,2,2,NA,"english",5,5,5,5,4,1,2.75,4,4,3.75,4,1,2.75,3,3,3.25,5,4.25,1,0,13,"Americas",0,1,0,1,0,1,0
2020-03-24,5358521,24,3,2,2,3,5,4,4,2,3,1,2,2,3,1,4,1,5,1,3,3,1,4,5,1,4,2,NA,NA,1,1,2,2,1,4,3,"CN","US",NA,0,2,2,3,3,7,3,NA,"english",5,2,5,3.75,5,4,3.5,5,5,4.75,3,4,3,2,4,3.75,5,4,0,0,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5358579,34,2,4,3,2,5,2,4,2,2,4,4,4,4,1,2,1,2,2,2,3,1,4,4,1,7,1,1,1,1,1,1,2,1,2,1,"IR","US",NA,0,2,2,1,1,3,2,NA,"english",5,4,5,4.5,2,2,2.5,5,5,4.5,4,2,2.75,4,4,4.25,4,2.75,1,0,0,"Americas",0,1,0,0,0,1,0
