"","date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County"
"315","2020-03-24 14:57:31",5335145,21,"4","4","4","4","4","2","4","2","2","4","4","4","4","1","4","1","4","1","4","4","1","2","4","1","8","1","1","1","1","1","1","1","1","4","4","DE","DE","","1","2",1,"1","1","3","1","Baden-Wuerttemberg"
"321","2020-03-24 15:05:01",5335248,24,"4","3","4","4","4","5","3","3","3","2","5","2","2","4","1","2","4","3","2","4","2","3","4","2","3","2","","","1","1","1","2","1","1","3","DE","DE","","0","2",1,"1","1","2","1","Nordrhein-Westfalen"
"324","2020-03-24 15:13:32",5335346,26,"3","4","2","2","3","4","4","4","3","2","4","3","2","2","2","1","3","2","4","4","2","4","4","3","5","1","2","1","1","1","1","2","1","1","1","DE","DE","","1","2",1,"1","1","1","1","Niedersachsen"
"325","2020-03-24 15:14:36",5335355,30,"4","5","3","3","5","1","5","5","4","4","5","5","4","2","1","1","5","1","5","3","1","5","5","1","7","1","1","1","1","1","1","1","1","3","6","DE","DE","","3","2",1,"2","2","3","2","Bayern"
"332","2020-03-24 15:21:16",5335463,28,"3","4","3","4","2","4","3","3","2","2","4","2","4","2","2","1","3","1","5","4","1","5","4","2","7","1","1","1","1","1","1","1","1","2","1","DE","AT","","0","2",1,"2","2","4","2",NA
"333","2020-03-24 15:25:59",5335530,22,"3","5","1","2","4","4","5","2","3","2","4","3","4","1","1","1","4","1","4","3","2","2","4","2","5","2","","","1","1","1","1","1","3","1","DE","DE","","0","2",1,"3","2","5","3","Berlin"
"339","2020-03-24 15:31:22",5335598,26,"4","2","2","2","4","2","4","2","3","1","3","4","4","1","1","2","5","1","4","3","1","4","4","2","9","1","1","1","1","1","1","1","1","2","3","DE","DE","8","1","1",1,"3","3","6","3","Berlin"
"340","2020-03-24 15:34:21",5335659,25,"3","3","3","4","4","2","5","3","2","4","4","4","4","1","2","1","5","3","5","5","1","5","5","1","7","1","1","1","1","1","1","1","1","3","1","DE","DE","","2","2",1,"1","1","5","2","Sachsen"
"341","2020-03-24 15:34:56",5335671,35,"4","3","2","2","4","4","3","2","4","2","3","1","4","2","3","2","2","2","3","4","1","3","4","2","4","1","1","1","1","1","1","1","2","3","4","DE","DE","","1","2",1,"2","2","6","3","Baden-Wuerttemberg"
"349","2020-03-24 15:50:30",5335867,30,"2","4","3","4","4","5","4","2","4","2","4","4","4","2","2","1","4","2","4","4","2","3","4","2","2","1","1","1","1","1","1","2","2","2","2","DE","DE","","0","2",1,"1","1","4","3","Thueringen"
"351","2020-03-24 15:55:46",5335913,57,"3","2","3","5","4","3","5","1","3","4","4","3","4","1","1","1","4","1","3","3","1","5","4","1","6","2","","","1","1","1","1","1","3","5","DE","DE","","0","2",1,"3","3","7","3","Nordrhein-Westfalen"
"356","2020-03-24 15:59:28",5335971,19,"3","2","3","4","4","3","4","5","3","3","4","1","2","2","2","1","4","1","4","5","1","4","4","1","2","2","","","1","1","1","1","1","3","5","DE","DE","","0","2",1,"1","1","7","3","Niedersachsen"
"359","2020-03-24 16:04:02",5336031,26,"2","3","4","3","3","4","3","4","3","2","3","4","4","2","2","2","4","2","2","4","2","3","4","2","7","1","1","1","1","1","1","2","1","4","3","DE","DE","","0","2",1,"1","1","2","2","Baden-Wuerttemberg"
"361","2020-03-24 16:08:04",5336070,24,"4","2","4","3","3","3","3","4","3","2","2","3","5","2","4","1","4","1","4","4","2","3","5","2","3","1","1","1","1","1","1","1","1","3","2","DE","DE","","0","2",1,"1","1","4","2","Sachsen"
"367","2020-03-24 16:16:10",5336166,25,"4","3","3","5","5","2","4","1","3","4","3","1","4","1","1","1","5","1","4","3","3","2","2","4","6","1","1","1","1","1","1","1","2","2","4","DE","DE","9","0","1",1,"2","2","4","2","Hessen"
"368","2020-03-24 16:19:37",5336195,30,"3","4","2","4","2","4","5","2","2","2","3","1","5","1","2","2","2","1","2","4","1","3","3","4","3","1","1","1","1","1","1","2","2","3","3","DE","DE","","0","2",1,"1","1","2","2","Hamburg"
"370","2020-03-24 16:25:18",5336236,28,"5","4","4","4","4","4","4","5","3","4","3","5","3","1","1","1","3","1","4","5","1","5","5","1","4","1","2","1","1","1","1","1","1","3","2","DE","DE","","0","2",1,"1","1","2","2","Nordrhein-Westfalen"
"371","2020-03-24 16:26:10",5336242,26,"4","4","4","2","5","2","4","3","4","1","2","4","3","1","2","2","4","1","2","5","2","4","4","2","6","1","1","1","1","1","1","2","1","3","3","DE","AT","","0","2",1,"2","2","2","1",NA
"372","2020-03-24 16:34:33",5336333,33,"4","5","3","2","4","2","4","2","2","2","3","2","4","3","2","3","4","1","2","4","2","4","3","4","6","2","","","1","1","1","2","1","2","2","DE","DE","","0","2",1,"2","2","4","2","Hessen"
"375","2020-03-24 16:43:16",5336442,30,"1","2","3","3","5","2","4","3","3","4","5","4","4","2","2","1","3","2","3","5","2","4","4","2","4","1","2","1","1","1","1","1","2","2","2","DE","DE","","0","2",1,"2","2","3","2","Hessen"
"378","2020-03-24 16:48:16",5336517,35,"3","4","2","2","3","3","3","4","4","4","4","1","3","5","3","1","5","2","3","4","3","3","4","2","2","2","","","1","1","1","2","1","2","2","DE","DE","","2","2",1,"1","1","4","2","Hessen"
"392","2020-03-24 17:03:47",5337032,25,"4","2","3","3","4","4","4","3","4","3","2","4","5","1","4","2","5","1","4","4","1","4","5","1","7","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","2","2","Hamburg"
"397","2020-03-24 17:17:16",5338752,29,"2","5","2","1","4","3","3","2","4","4","5","4","3","2","2","1","3","1","4","4","1","3","4","2","1","2","","","1","1","1","1","1","3","2","DE","DE","","0","2",1,"1","1","2","1","Hessen"
"398","2020-03-24 17:17:40",5338859,28,"3","4","4","4","2","5","2","2","3","4","4","2","2","2","2","2","3","2","4","4","2","2","4","3","4","1","1","1","1","1","1","1","1","5","3","DE","DE","","0","2",1,"2","2","2","1","Sachsen"
"406","2020-03-24 17:22:41",5340186,31,"2","4","3","4","4","4","2","3","3","2","3","3","2","4","4","3","4","2","4","4","1","4","5","1","2","1","2","1","1","1","1","1","2","2","2","DE","DE","","0","2",1,"1","1","2","1","Rheinland-Pfalz"
"407","2020-03-24 17:23:10",5340287,29,"4","4","3","4","5","4","4","2","3","1","4","4","3","3","2","2","5","1","3","4","2","2","4","3","4","1","1","1","1","1","1","2","1","3","2","DE","DE","8","0","1",1,"2","2","3","2","Rheinland-Pfalz"
"410","2020-03-24 17:44:05",5344244,24,"3","3","4","2","5","2","4","2","2","2","4","4","3","1","1","3","4","1","4","4","1","2","4","2","7","1","1","1","1","1","1","2","1","2","2","DE","DE","","1","2",1,"2","2","6","2","Berlin"
"415","2020-03-24 17:44:53",5344367,36,"5","2","3","3","4","4","5","3","3","4","5","5","5","1","4","2","4","1","5","4","1","4","3","2","4","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","6","2","Sachsen"
"418","2020-03-24 17:53:11",5345261,58,"4","4","3","2","5","4","4","2","3","3","4","3","4","1","2","2","4","1","4","3","2","3","4","2","7","1","1","1","1","1","1","2","2","1","8","DE","DE","","0","2",1,"1","1","4","2","Sachsen"
"419","2020-03-24 17:58:43",5345836,25,"3","3","4","4","4","4","2","4","3","4","4","2","2","2","3","2","4","1","4","4","1","3","4","1","4","1","2","1","1","1","1","1","2","2","5","DE","DE","","0","2",1,"2","2","4","2","Berlin"
"426","2020-03-24 18:34:53",5349712,39,"4","2","2","3","4","1","4","3","2","5","5","4","3","2","1","1","5","1","3","4","1","4","4","2","2","2","","","1","1","1","1","2","4","3","DE","DE","","0","2",1,"1","1","3","2","Niedersachsen"
"427","2020-03-24 18:48:54",5350735,28,"3","3","3","4","4","3","5","2","3","2","4","5","4","2","1","3","4","1","4","4","1","3","4","2","4","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"1","1","2","2","Bayern"
"428","2020-03-24 18:55:24",5351053,23,"2","5","3","5","5","2","5","1","4","4","5","3","5","2","4","5","1","1","3","5","1","5","5","1","1","1","1","1","1","1","1","1","2","5","1","DE","DE","","0","2",1,"3","2","2","1","Sachsen"
"429","2020-03-24 18:58:00",5351156,33,"4","4","2","4","4","4","3","2","4","4","3","4","5","1","1","1","4","1","4","3","2","3","4","2","6","1","2","1","1","1","1","2","1","1","3","DE","DE","","0","2",1,"2","2","4","3","Hessen"
"430","2020-03-24 18:58:25",5351175,56,"3","4","4","1","5","1","4","2","2","2","3","1","5","1","1","1","5","3","5","4","1","5","5","3","4","2","","","1","1","1","1","1","2","5","DE","DE","","0","2",1,"4","3","7","3","Nordrhein-Westfalen"
"432","2020-03-24 19:12:46",5351748,24,"4","4","1","2","4","3","5","2","5","1","3","4","5","1","2","1","5","1","5","2","4","1","3","4","6","1","1","1","1","1","1","1","1","1","6","DE","DE","","0","2",1,"2","2","2","2","Bremen"
"440","2020-03-24 19:22:57",5352111,24,"3","4","3","3","3","4","5","3","3","2","3","4","4","2","2","2","5","2","4","5","1","2","5","2","8","2","","","1","1","1","2","1","4","3","DE","DE","","0","2",1,"1","1","3","2","Thueringen"
"442","2020-03-24 19:32:37",5352507,30,"4","1","4","5","4","5","4","2","2","4","1","4","5","1","3","2","2","3","2","4","1","4","4","1","7","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","3","2","Bayern"
"447","2020-03-24 19:36:56",5352671,27,"4","3","2","2","3","4","4","2","4","2","4","5","5","4","3","2","4","1","4","2","1","4","4","1","3","1","1","1","1","1","1","2","1","5","2","DE","DE","6","0","1",1,"1","1","3","1","Bayern"
"448","2020-03-24 19:37:14",5352676,26,"3","2","4","4","4","4","4","2","2","3","4","2","4","1","2","1","3","4","4","4","1","3","5","2","5","1","1","1","1","1","1","2","1","3","3","DE","DE","","0","2",1,"2","2","4","2","Bayern"
"449","2020-03-24 19:40:16",5352790,27,"4","4","4","4","4","3","4","2","2","4","4","4","4","2","2","1","4","1","4","4","2","4","4","2","4","1","1","1","1","1","1","1","1","1","3","DE","DE","","0","2",1,"2","2","4","2","Nordrhein-Westfalen"
"450","2020-03-24 19:41:17",5352816,27,"3","3","4","2","4","2","4","3","4","2","4","2","2","4","4","2","3","2","4","4","1","4","5","2","7","1","1","1","1","1","1","1","1","3","2","DE","DE","","0","2",1,"2","2","2","2","Bayern"
"451","2020-03-24 19:42:35",5352872,53,"2","4","2","4","4","2","4","2","4","4","4","3","3","3","2","3","3","1","3","3","1","2","4","4","7","2","","","1","1","1","1","2","2","7","DE","DE","","0","2",1,"2","2","4","2","Schleswig-Holstein"
"453","2020-03-24 19:43:23",5352897,25,"4","4","2","3","3","3","4","2","3","4","4","2","4","1","3","1","3","2","4","3","2","3","4","2","3","1","1","1","1","1","1","2","2","2","3","DE","DE","7","0","1",1,"2","2","2","2","Bayern"
"454","2020-03-24 19:43:35",5352901,52,"4","4","2","1","5","4","4","2","3","1","2","5","5","1","1","2","3","1","2","3","1","2","4","3","3","2","","","1","1","1","2","1","2","8","DE","DE","","1","2",1,"2","2","4","2","Schleswig-Holstein"
"455","2020-03-24 19:45:08",5352964,25,"3","3","2","4","2","5","3","1","2","4","4","4","2","3","3","1","5","1","4","4","2","1","5","2","7","1","1","1","1","1","1","1","2","1","2","DE","DE","","1","2",1,"2","2","3","2","Berlin"
"459","2020-03-24 19:55:12",5353266,28,"4","4","2","2","4","5","5","4","3","4","4","5","4","2","1","2","2","1","1","3","1","3","5","3","3","2","","","1","1","1","2","1","2","3","DE","DE","","0","2",1,"2","2","3","2","Hamburg"
"460","2020-03-24 19:56:21",5353311,41,"3","4","2","4","4","5","3","2","4","2","2","5","2","1","4","3","5","1","5","5","1","4","3","2","4","1","1","1","1","1","1","1","1","4","3","DE","DE","","1","2",1,"2","2","3","2","Sachsen"
"461","2020-03-24 19:57:10",5353341,31,"3","3","3","2","2","5","2","3","2","2","3","2","2","4","4","1","3","3","2","2","1","4","4","2","5","1","1","1","1","1","1","2","2","2","3","DE","DE","","0","2",1,"2","2","3","2","Baden-Wuerttemberg"
"464","2020-03-24 20:02:25",5353499,36,"4","4","4","2","4","4","4","2","4","3","2","4","2","1","2","2","4","2","4","3","1","2","4","1","5","2","","","1","1","1","1","1","3","2","DE","DE","","0","2",1,"3","3","4","2","Hamburg"
"465","2020-03-24 20:06:51",5353636,37,"3","1","5","2","3","3","4","4","4","1","2","5","5","1","2","1","3","1","5","5","1","5","4","1","4","1","1","1","1","1","1","1","1","4","2","DE","DE","","0","2",1,"2","2","4","2","Nordrhein-Westfalen"
"466","2020-03-24 20:17:00",5353933,25,"4","4","2","2","3","5","4","2","4","2","4","2","4","2","3","2","4","1","5","4","1","4","4","1","7","2","","","1","1","1","1","2","3","6","DE","DE","","0","2",1,"1","1","3","2","Nordrhein-Westfalen"
"467","2020-03-24 20:17:38",5353952,28,"4","3","2","2","4","2","4","2","2","2","3","4","2","1","1","1","4","1","3","4","1","3","5","1","2","1","2","1","1","1","1","1","1","2","4","DE","DE","","0","2",1,"2","2","4","2","Nordrhein-Westfalen"
"468","2020-03-24 20:19:18",5354023,25,"3","3","2","5","4","3","5","4","3","2","5","3","4","2","2","2","5","1","5","4","1","4","5","2","6","1","1","1","1","1","1","1","1","4","4","DE","DE","","1","2",1,"3","2","4","2","Baden-Wuerttemberg"
"469","2020-03-24 20:23:49",5354232,28,"2","2","3","4","3","4","4","2","2","1","4","5","4","2","2","1","3","2","4","4","1","4","5","1","2","1","1","1","1","1","1","1","1","3","3","DE","DE","","0","2",1,"1","1","2","1","Sachsen"
"470","2020-03-24 20:24:09",5354249,27,"4","2","5","1","3","3","3","5","5","4","2","3","2","4","1","3","4","2","4","5","1","4","5","1","5","1","2","1","1","1","1","2","1","2","7","DE","DE","","0","2",1,"1","1","2","1","Nordrhein-Westfalen"
"472","2020-03-24 20:28:15",5354472,20,"4","4","4","2","4","4","2","4","2","2","3","2","2","3","4","3","4","1","4","5","2","2","3","2","3","2","","","1","1","1","1","2","4","3","DE","DE","","1","2",1,"2","2","3","2","Nordrhein-Westfalen"
"473","2020-03-24 20:40:34",5355077,38,"4","2","2","2","2","2","2","2","4","4","2","2","4","2","1","1","2","1","2","5","1","5","4","2","4","1","1","1","1","1","1","1","2","2","3","DE","DE","","1","2",1,"1","1","4","2","Baden-Wuerttemberg"
"474","2020-03-24 20:43:24",5355253,35,"3","1","4","2","2","4","4","4","4","2","1","3","4","1","2","1","3","2","3","4","1","3","4","2","2","1","1","1","1","1","1","1","1","3","2","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"475","2020-03-24 20:46:44",5355429,21,"4","3","4","2","2","5","4","4","2","1","2","4","2","2","2","2","4","2","4","4","1","2","4","1","7","2","","","1","1","1","1","1","7","4","PL","DE","","1","2",1,"1","1","2","1","Nordrhein-Westfalen"
"505","2020-03-24 21:22:49",5356953,28,"2","3","3","4","4","4","4","3","3","1","2","4","4","3","4","2","2","1","4","4","2","1","3","3","2","1","1","1","1","1","1","1","1","6","3","DE","DE","","1","2",1,"2","2","5","2","Niedersachsen"
"508","2020-03-24 21:23:31",5356980,23,"2","4","2","5","4","4","2","4","2","4","5","3","1","4","2","1","4","1","5","4","1","3","5","1","3","1","1","1","1","1","1","1","3","4","2","DE","DE","","0","2",1,"2","2","2","2","Nordrhein-Westfalen"
"509","2020-03-24 21:30:43",5357212,26,"3","4","3","2","3","4","4","5","4","3","2","4","5","1","4","2","4","1","4","5","1","5","5","2","3","1","1","1","1","1","1","1","1","4","3","DE","DE","","0","2",1,"1","1","4","1","Sachsen"
"510","2020-03-24 21:31:44",5357253,26,"3","4","3","4","4","4","4","3","3","2","4","3","4","1","2","1","4","2","4","4","2","3","4","2","7","1","1","1","1","1","1","1","1","1","4","DE","DE","","0","2",1,"1","1","2","1","Thueringen"
"512","2020-03-24 21:37:47",5357501,32,"3","3","3","2","2","4","2","3","2","2","2","4","3","1","1","3","4","2","4","3","1","4","5","1","7","2","","","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","3","2","Hamburg"
"513","2020-03-24 21:39:55",5357552,23,"2","5","2","4","5","1","5","1","4","1","2","2","4","4","2","1","4","1","2","5","2","4","5","2","4","1","1","1","1","1","1","1","2","7","4","DE","DE","","0","2",1,"2","2","5","2","Hamburg"
"514","2020-03-24 21:40:52",5357587,29,"5","3","3","4","4","4","5","3","5","2","4","1","2","4","2","2","2","1","1","3","2","2","2","2","4","1","1","1","1","1","1","1","2","3","3","DE","DE","","0","2",1,"3","2","5","2","Bayern"
"518","2020-03-24 21:51:13",5357855,62,"4","4","3","4","3","5","1","3","3","4","3","5","2","4","2","3","4","2","4","5","1","4","5","1","6","1","1","1","1","1","1","1","1","2","3","DE","DE","2","0","1",1,"1","1","3","1","Bayern"
"523","2020-03-24 22:12:57",5358337,29,"4","2","3","2","3","3","4","3","4","4","4","4","5","3","1","1","4","2","5","5","1","1","2","4","4","1","2","1","1","1","1","2","1","1","4","DE","DE","","0","2",1,"1","1","3","2","Hessen"
"526","2020-03-24 22:14:24",5358364,27,"4","5","2","1","4","2","4","1","3","1","2","2","5","3","1","3","4","2","4","4","1","4","4","2","7","1","1","1","1","1","1","2","1","2","1","AT","AT","","0","2",1,"2","2","4","3",NA
"527","2020-03-24 22:33:41",5358664,30,"3","4","2","2","3","2","4","3","3","2","4","4","4","3","2","1","4","3","4","4","2","3","5","1","5","2","","","1","1","1","1","1","8","3","DE","DE","","1","2",1,"2","2","3","2","Sachsen-Anhalt"
"528","2020-03-24 22:35:10",5358694,25,"4","5","4","3","3","4","4","2","4","2","4","4","4","2","1","2","4","2","4","3","2","2","4","2","2","1","2","1","1","1","1","1","1","2","2","DE","DE","","0","2",1,"1","1","2","2","Hessen"
"529","2020-03-24 22:57:11",5358986,34,"5","4","3","4","3","4","5","2","4","4","5","5","3","2","2","4","3","1","5","3","1","5","4","2","2","1","1","1","1","1","1","1","1","1","6","DE","DE","","0","2",1,"1","1","3","2","Nordrhein-Westfalen"
"530","2020-03-24 22:57:16",5358987,26,"2","4","3","3","3","4","5","2","2","3","5","5","4","1","3","1","5","1","5","5","3","4","4","2","6","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"534","2020-03-24 23:08:45",5359174,21,"2","5","2","1","2","2","4","4","2","5","5","4","2","3","4","2","2","2","3","5","1","5","5","1","2","2","","","1","1","1","2","1","3","6","DE","DE","9","0","1",1,"2","2","3","2","Berlin"
"537","2020-03-25 00:01:04",5359827,25,"3","3","3","4","4","4","4","4","4","4","5","1","3","3","4","1","5","1","4","5","1","5","5","1","4","2","","","1","1","1","1","1","4","6","DE","DE","","0","2",1,"3","3","5","2","Brandenburg"
"538","2020-03-25 00:14:57",5359987,34,"4","2","3","5","3","3","5","4","2","3","5","1","2","4","4","1","4","1","3","5","1","5","5","1","5","1","1","2","1","1","1","1","2","3","2","DE","DE","","0","2",1,"3","3","5","3","Berlin"
"540","2020-03-25 00:18:12",5360012,28,"3","4","3","2","4","3","3","3","4","3","4","2","4","3","4","2","3","1","3","4","2","3","4","3","6","2","","","1","1","1","2","2","3","4","SY","DE","","1","2",1,"2","2","5","2","Berlin"
"550","2020-03-25 07:05:37",5363755,26,"3","4","3","5","5","3","5","3","4","1","5","5","3","1","4","2","5","1","4","5","1","5","5","1","9","1","1","1","1","1","1","1","1","1","3","DE","DE","","0","2",1,"2","1","2","2","Sachsen"
"556","2020-03-25 07:49:31",5363986,33,"4","2","3","3","4","3","4","2","4","2","4","4","3","1","1","3","4","1","5","3","2","3","3","3","6","1","2","1","1","1","1","1","2","2","4","DE","DE","","0","2",1,"1","1","2","1","Niedersachsen"
"557","2020-03-25 08:05:45",5364082,28,"5","4","2","2","4","2","4","1","4","2","4","2","3","3","2","1","2","1","4","3","2","2","4","1","2","1","1","1","1","1","1","1","2","3","3","DE","DE","","0","2",1,"2","2","4","2","Bayern"
"558","2020-03-25 08:29:28",5364248,34,"3","3","3","4","4","2","4","3","4","4","4","2","4","3","3","2","5","1","4","3","1","3","4","1","3","1","1","1","1","1","1","1","2","2","3","DE","DE","","0","2",1,"1","1","3","2","Nordrhein-Westfalen"
